종목코드,종목명,상장일,분류체계,운용사,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,복제방법,총보수,과세유형
"091170","KODEX 은행","2006/06/27","주식-업종섹터-금융","삼성자산운용","79.88","KRX 은행","1.54","490975303825","0.22","매우높음","실물(패시브)","0.300000","비과세"
"091180","KODEX 자동차","2006/06/27","주식-업종섹터-경기소비재","삼성자산운용","76.83","KRX 자동차","1.24","578203756380","0.03","매우높음","실물(패시브)","0.450000","비과세"
"385520","KODEX 자율주행액티브","2021/05/25","주식-전략-전략테마","삼성자산운용","97.71","FnGuide K-미래차 지수","5.63","34943223507","-0.38","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"0115D0","KODEX 조선TOP10","2025/10/28","주식-업종섹터-업종테마","삼성자산운용","0.00","KRX 조선 TOP10","0.92","142034519586","0.14","매우높음","실물(패시브)","0.450000","비과세"
"0153K0","KODEX 주주환원고배당주","2026/01/20","주식-전략-배당","삼성자산운용","0.00","Akros 주주환원 고배당 지수 (Price Return)","1.43","264332455933","-0.03","매우높음","실물(패시브)","0.330000","비과세"
"102970","KODEX 증권","2008/05/29","주식-업종섹터-금융","삼성자산운용","240.64","KRX 증권","2.04","1064255590810","0.10","매우높음","실물(패시브)","0.450000","비과세"
"117680","KODEX 철강","2009/10/30","주식-업종섹터-철강소재","삼성자산운용","43.66","KRX 철강","1.11","26768054771","0.03","매우높음","실물(패시브)","0.450000","비과세"
"279540","KODEX 최소변동성","2017/10/17","주식-전략-변동성","삼성자산운용","91.59","KRX 최소변동성지수","0.87","10109806283","-0.32","매우높음","실물(패시브)","0.300000","비과세"
"445150","KODEX 친환경조선해운액티브","2022/11/15","주식-업종섹터-업종테마","삼성자산운용","93.20","FnGuide K-친환경 선박 지수","7.06","71435399516","0.23","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"211900","KODEX 코리아배당성장","2014/12/17","주식-전략-배당","삼성자산운용","82.42","코스피 배당성장 50","1.40","100432129213","-0.23","매우높음","실물(패시브)","0.150000","비과세"
"495850","KODEX 코리아밸류업","2024/11/04","주식-시장대표","삼성자산운용","158.43","코리아 밸류업 지수","0.55","685509329191","-0.07","매우높음","실물(패시브)","0.008000","비과세"
"0115E0","KODEX 코리아소버린AI","2025/10/21","주식-업종섹터-업종테마","삼성자산운용","0.00","KRX 코리아 소버린 AI 지수","0.39","106346801174","-0.19","매우높음","실물(패시브)","0.450000","비과세"
"373490","KODEX 코리아혁신성장액티브","2020/12/24","주식-전략-전략테마","삼성자산운용","113.96","FnGuide K-이노베이션 지수","8.26","12775531578","-0.73","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"229200","KODEX 코스닥150","2015/10/01","주식-시장대표","삼성자산운용","60.42","코스닥 150","0.16","7531577357409","-0.35","매우높음","실물(패시브)","0.250000","비과세"
"360150","KODEX 코스닥150롱코스피200숏선물","2020/08/21","주식-전략-전략테마","삼성자산운용","-38.33","코스닥150 롱 100% 코스피200 숏 100% 선물지수","1.96","27957202896","-0.48","매우높음","실물(패시브)","0.640000","배당소득세(보유기간과세)"
"461450","KODEX 코스닥글로벌","2023/06/29","주식-시장대표","삼성자산운용","57.98","코스닥 글로벌 지수","0.24","33661895711","-0.19","매우높음","실물(패시브)","0.090000","비과세"
"226490","KODEX 코스피","2015/08/24","주식-시장대표","삼성자산운용","126.36","코스피","0.60","916913556222","-0.13","매우높음","실물(패시브)","0.150000","비과세"
"237350","KODEX 코스피100","2016/01/27","주식-시장대표","삼성자산운용","159.06","코스피 100","0.51","741867774229","-0.03","매우높음","실물(패시브)","0.150000","비과세"
"359210","KODEX 코스피TR","2020/07/21","주식-시장대표","삼성자산운용","131.90","코스피 TR","0.28","113168153752","-0.07","매우높음","실물(패시브)","0.070000","배당소득세(보유기간과세)"
"337140","KODEX 코스피대형주","2019/11/14","주식-규모-대형주","삼성자산운용","140.78","코스피 대형주","0.57","64584150294","-0.18","매우높음","실물(패시브)","0.150000","비과세"
"244660","KODEX 퀄리티Plus","2016/05/13","주식-전략-혼합/퀀트","삼성자산운용","17.51","FnGuide 퀄리티 Plus 지수","0.79","4948123372","0.34","보통","실물(패시브)","0.300000","비과세"
"375770","KODEX 탄소효율그린뉴딜","2021/02/05","주식-전략-전략테마","삼성자산운용","140.58","KRX/S&P 탄소효율 그린뉴딜지수","0.68","50771623980","-0.09","매우높음","실물(패시브)","0.090000","비과세"
"266410","KODEX 필수소비재","2017/03/28","주식-업종섹터-생활소비재","삼성자산운용","37.98","KRX 필수소비재","0.89","14883685357","-0.02","높음","실물(패시브)","0.450000","비과세"
"266420","KODEX 헬스케어","2017/03/28","주식-업종섹터-헬스케어","삼성자산운용","30.42","KRX 헬스케어","0.83","98158070341","0.08","매우높음","실물(패시브)","0.090000","비과세"
"364690","KODEX 혁신기술테마액티브","2020/09/29","주식-시장대표","삼성자산운용","131.02","코스피","4.69","19657382799","-0.33","매우높음","실물(액티브)","0.300000","배당소득세(보유기간과세)"
"487130","KoAct AI인프라액티브","2024/07/09","주식-업종섹터-업종테마","삼성액티브자산운용","171.03","Solactive AI인프라 지수","11.85","35188773602","0.28","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"0074K0","KoAct K수출핵심기업TOP30액티브","2025/07/08","주식-업종섹터-업종테마","삼성액티브자산운용","0.00","KEDI K수출핵심기업TOP30 지수(PR)","12.22","138541930456","-0.24","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"462900","KoAct 바이오헬스케어액티브","2023/08/03","주식-업종섹터-업종테마","삼성액티브자산운용","68.46","iSelect 바이오헬스케어 PR 지수","13.22","664936072103","-0.35","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"482030","KoAct 반도체&2차전지핵심소재액티브","2024/05/14","주식-업종섹터-업종테마","삼성액티브자산운용","71.65","iSelect 반도체&2차전지핵심소재 지수","8.37","15248676044","-0.24","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"476850","KoAct 배당성장액티브","2024/02/27","주식-시장대표","삼성액티브자산운용","101.19","코스피","9.26","81463337959","0.15","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"0150K0","KoAct 수소전력ESS인프라액티브","2026/01/13","주식-업종섹터-업종테마","삼성액티브자산운용","0.00","FnGuide 수소전력ESS인프라 지수(PR)","12.32","44616817022","-0.30","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"495230","KoAct 코리아밸류업액티브","2024/11/04","주식-시장대표","삼성액티브자산운용","155.82","코리아 밸류업 지수","3.05","240760206295","0.09","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"0163Y0","KoAct 코스닥액티브","2026/03/10","주식-시장대표","삼성액티브자산운용","0.00","코스닥","26.86","1098591165222","-0.26","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"152100","PLUS 200","2012/01/10","주식-시장대표","한화자산운용","154.29","코스피 200","0.49","1377549998269","-0.04","매우높음","실물(패시브)","0.017000","비과세"
"491220","PLUS 200TR","2024/09/10","주식-시장대표","한화자산운용","160.37","코스피 200 TR","0.28","42282073397","0.39","매우높음","실물(패시브)","0.010000","배당소득세(보유기간과세)"
"395750","PLUS ESG가치주액티브","2021/07/30","주식-전략-전략테마","한화자산운용","111.77","FnGuide 한화 ESG 가치 지수","2.74","6995930788","-0.23","매우높음","실물(액티브)","0.105000","배당소득세(보유기간과세)"
"395760","PLUS ESG성장주액티브","2021/07/30","주식-전략-전략테마","한화자산운용","118.23","FnGuide 한화 ESG 성장 지수","4.21","13276749744","-0.30","매우높음","실물(액티브)","0.105000","배당소득세(보유기간과세)"
"449450","PLUS K방산","2023/01/05","주식-업종섹터-업종테마","한화자산운용","107.15","FnGuide K-방위산업 지수","0.35","1781563259892","-0.18","매우높음","실물(패시브)","0.450000","비과세"
"0090B0","PLUS K방산소부장","2025/08/26","주식-업종섹터-업종테마","한화자산운용","0.00","Akros K방산소부장 지수(PR)","0.62","16167709115","0.36","매우높음","실물(패시브)","0.450000","비과세"
"251590","PLUS 고배당저변동50","2016/08/11","주식-전략-배당","한화자산운용","39.16","FnGuide 고배당저변동50 지수","1.52","11790150176","0.12","높음","실물(패시브)","0.230000","비과세"
"161510","PLUS 고배당주","2012/08/29","주식-전략-배당","한화자산운용","78.93","FnGuide 배당주 지수","2.01","2559507745740","0.27","매우높음","실물(패시브)","0.230000","비과세"
"0018C0","PLUS 고배당주위클리고정커버드콜","2025/03/05","주식-전략-구조화","한화자산운용","34.10","코스피 고배당 위클리 고정 커버드콜 지수","2.33","90717757577","-0.25","높음","실물(패시브)","0.300000","배당소득세(보유기간과세)"
"489030","PLUS 고배당주위클리커버드콜","2024/08/13","주식-전략-구조화","한화자산운용","-3.23","코스피 고배당 위클리 콜매도 ATM 지수","6.87","231020401894","0.01","높음","실물(패시브)","0.300000","배당소득세(보유기간과세)"
"421320","PLUS 우주항공&UAM","2022/03/29","주식-업종섹터-업종테마","한화자산운용","145.66","iSelect 우주항공UAM 지수","0.46","325011246147","-0.23","매우높음","실물(패시브)","0.450000","비과세"
"0098N0","PLUS 자사주매입고배당주","2025/09/16","주식-전략-전략테마","한화자산운용","0.00","FnGuide 고배당주 플러스 자사주 지수 (PR)","1.65","101311951514","-0.17","매우높음","실물(패시브)","0.300000","비과세"
"280920","PLUS 주도업종","2017/10/17","주식-전략-혼합/퀀트","한화자산운용","100.36","FnGuide 주도업종 지수","0.64","12383352900","-0.07","매우높음","실물(패시브)","0.230000","비과세"
"266550","PLUS 중형주저변동50","2017/03/28","주식-규모-중형주","한화자산운용","45.24","FnGuide 중형주저변동50지수","1.04","4600876845","0.31","높음","실물(패시브)","0.230000","비과세"
"495040","PLUS 코리아밸류업","2024/11/04","주식-시장대표","한화자산운용","158.87","코리아 밸류업 지수","0.53","65892514794","0.18","매우높음","실물(패시브)","0.009000","비과세"
"301400","PLUS 코스닥150","2018/07/05","주식-시장대표","한화자산운용","60.58","코스닥 150","0.32","17410618521","-0.36","매우높음","실물(패시브)","0.150000","비과세"
"0166N0","PLUS 코스닥150액티브","2026/03/17","주식-시장대표","한화자산운용","0.00","코스닥 150","0.00","10706066400","0.22","매우높음","실물(액티브)","0.630000","배당소득세(보유기간과세)"
"227830","PLUS 코스피","2015/09/23","주식-시장대표","한화자산운용","126.10","코스피","0.51","15355645506","0.14","매우높음","실물(패시브)","0.200000","비과세"
"122090","PLUS 코스피50","2010/01/07","주식-시장대표","한화자산운용","170.16","코스피 50","0.55","95722843904","0.32","매우높음","실물(패시브)","0.330000","비과세"
"328370","PLUS 코스피TR","2019/06/25","주식-시장대표","한화자산운용","129.78","코스피 TR","0.53","120887887494","-0.51","매우높음","실물(패시브)","0.150000","배당소득세(보유기간과세)"
"457990","PLUS 태양광&ESS","2023/06/20","주식-업종섹터-업종테마","한화자산운용","227.07","FnGuide 태양광 & ESS 지수","0.29","90379721993","0.22","매우높음","실물(패시브)","0.450000","비과세"
"0000J0","PLUS 한화그룹주","2024/12/24","주식-전략-기업그룹","한화자산운용","112.86","FnGuide 한화그룹주 지수","0.19","272461388612","-0.10","매우높음","실물(패시브)","0.190000","비과세"
"148020","RISE 200","2011/10/20","주식-시장대표","케이비자산운용","154.16","코스피 200","0.45","3354688697890","-0.17","매우높음","실물(패시브)","0.017000","비과세"
"361580","RISE 200TR","2020/08/21","주식-시장대표","케이비자산운용","159.97","코스피 200 TR","0.22","432608473994","-0.01","매우높음","실물(패시브)","0.012000","배당소득세(보유기간과세)"
"290080","RISE 200고배당커버드콜ATM","2018/02/27","주식-전략-구조화","케이비자산운용","-4.85","코스피 200 고배당커버드콜 ATM 지수(시장가격지수)","6.99","14035233794","-1.41","보통","실물(패시브)","0.400000","배당소득세(보유기간과세)"
"284980","RISE 200금융","2017/12/08","주식-업종섹터-금융","케이비자산운용","93.06","코스피 200 금융","1.19","27079323472","0.20","매우높음","실물(패시브)","0.190000","비과세"
"475720","RISE 200위클리커버드콜","2024/03/05","주식-전략-구조화","케이비자산운용","52.98","코스피 200 위클리 커버드콜 ATM 지수","9.08","781591336761","-0.52","매우높음","실물(패시브)","0.300000","배당소득세(보유기간과세)"
"465330","RISE 2차전지TOP10","2023/09/12","주식-업종섹터-업종테마","케이비자산운용","47.47","iSelect 2차전지 TOP10 지수(PR)","0.88","74036719743","0.19","매우높음","실물(패시브)","0.070000","비과세"
"422420","RISE 2차전지액티브","2022/04/08","주식-업종섹터-업종테마","케이비자산운용","30.88","iSelect 2차전지 지수 (시장가격지수)","7.64","229948226856","-0.21","매우높음","실물(액티브)","0.350000","배당소득세(보유기간과세)"
"105780","RISE 5대그룹주","2008/10/22","주식-전략-기업그룹","케이비자산운용","128.63","MKF 5대그룹주","0.57","29952093260","-0.58","매우높음","실물(패시브)","0.400000","비과세"
"469070","RISE AI&로봇","2023/10/24","주식-업종섹터-업종테마","케이비자산운용","64.76","iSelect AI&로봇 지수(시장가격)","0.98","499640520044","-0.17","매우높음","실물(패시브)","0.400000","비과세"
"0093A0","RISE AI반도체TOP10","2025/08/26","주식-업종섹터-업종테마","케이비자산운용","0.00","FnGuide AI반도체TOP10 지수","1.44","266995724913","-0.04","매우높음","실물(패시브)","0.200000","비과세"
"0101N0","RISE AI전력인프라","2025/09/23","주식-업종섹터-업종테마","케이비자산운용","0.00","KRX-Akros AI 전력인프라 지수","0.56","215043538170","-0.16","매우높음","실물(패시브)","0.200000","비과세"
"427120","RISE AI플랫폼","2022/05/17","주식-전략-전략테마","케이비자산운용","2.85","FnGuide AI 플랫폼 지수","2.30","5199562939","-0.02","매우높음","실물(패시브)","0.450000","비과세"
"290130","RISE ESG사회책임투자","2018/02/27","주식-전략-전략테마","케이비자산운용","179.59","KRX ESG 사회책임경영지수(S)","0.77","313934158118","0.03","매우높음","실물(패시브)","0.300000","비과세"
"326240","RISE IT플러스","2019/06/20","주식-전략-전략테마","케이비자산운용","134.05","FnGuide IT플러스 지수","0.46","89519732228","-0.25","매우높음","실물(패시브)","0.400000","비과세"
"270800","RISE KQ고배당","2017/07/07","주식-전략-배당","케이비자산운용","43.82","FnGuide KQ고배당포커스 지수","1.07","9089491095","-0.40","매우높음","실물(패시브)","0.300000","비과세"
"292050","RISE KRX300","2018/03/26","주식-시장대표","케이비자산운용","144.16","KRX 300","0.64","16780011500","-0.56","매우높음","실물(패시브)","0.050000","비과세"
"388280","RISE K엔터&여행레저","2021/06/10","주식-업종섹터-업종테마","케이비자산운용","28.85","FnGuide K엔터&여행레저 지수","0.92","35380028124","-0.49","높음","실물(패시브)","0.450000","비과세"
"234310","RISE V&S셀렉트밸류","2016/02/02","주식-전략-가치","케이비자산운용","98.07","FnGuide 셀렉트 밸류 지수","0.86","13714128590","-0.81","매우높음","실물(패시브)","0.300000","비과세"
"300640","RISE 게임테마","2018/07/24","주식-업종섹터-업종테마","케이비자산운용","0.57","WISE 게임 테마 지수 (시장가격지수)","0.55","28439854984","-0.14","매우높음","실물(패시브)","0.300000","비과세"
"266160","RISE 고배당","2017/04/14","주식-전략-배당","케이비자산운용","127.62","FnGuide 고배당포커스 지수","0.97","236575281634","0.29","매우높음","실물(패시브)","0.200000","비과세"
"326230","RISE 내수주플러스","2019/06/20","주식-전략-전략테마","케이비자산운용","42.81","FnGuide 내수주플러스 지수","0.57","11004049201","-0.14","높음","실물(패시브)","0.400000","비과세"
"367760","RISE 네트워크인프라","2020/10/29","주식-업종섹터-업종테마","케이비자산운용","235.39","FnGuide 네트워크 인프라 지수","0.58","214244830161","-0.24","매우높음","실물(패시브)","0.450000","비과세"
"315960","RISE 대형고배당10TR","2019/01/22","주식-전략-전략테마","케이비자산운용","223.10","WISE 대형고배당10 TR 지수","1.98","496181326484","0.00","매우높음","실물(패시브)","0.070000","배당소득세(보유기간과세)"
"0138D0","RISE 동학개미","2025/12/16","주식-전략-전략테마","케이비자산운용","0.00","FnGuide 동학개미 지수","3.33","12466624082","-0.11","매우높음","실물(패시브)","0.070000","비과세"
"401170","RISE 메타버스","2021/10/13","주식-업종섹터-업종테마","케이비자산운용","40.05","iSelect 메타버스 지수(시장가격지수)","0.47","101081784585","-0.12","매우높음","실물(패시브)","0.450000","비과세"
"0000Z0","RISE 바이오TOP10액티브","2024/12/24","주식-업종섹터-업종테마","케이비자산운용","60.34","KRX 바이오 TOP 10 지수","24.50","81919299399","-0.40","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"446700","RISE 배터리 리사이클링","2022/11/01","주식-업종섹터-업종테마","케이비자산운용","42.74","iSelect 배터리 리사이클링 지수","1.07","15598594967","-0.31","매우높음","실물(패시브)","0.400000","비과세"
"388420","RISE 비메모리반도체액티브","2021/06/10","주식-업종섹터-업종테마","케이비자산운용","118.53","iSelect 비메모리반도체 지수(시장가격지수)","12.85","214593187141","-0.30","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"367770","RISE 수소경제테마","2020/10/29","주식-업종섹터-업종테마","케이비자산운용","130.91","FnGuide 수소 경제 테마 지수","1.83","150854859427","-0.52","매우높음","실물(패시브)","0.450000","비과세"
"140570","RISE 수출주","2011/04/15","주식-업종섹터-업종테마","케이비자산운용","92.19","MKF 수출주 지수","0.68","9303302863","-0.59","매우높음","실물(패시브)","0.400000","비과세"
"140580","RISE 우량업종대표주","2011/04/15","주식-업종섹터-업종테마","케이비자산운용","94.37","MKF 우량업종대표주 지수","1.10","14546633387","-0.27","매우높음","실물(패시브)","0.400000","비과세"
"281990","RISE 중소형고배당","2017/11/02","주식-전략-배당","케이비자산운용","57.52","FnGuide 중소형고배당포커스 지수","1.14","15172309822","-0.58","매우높음","실물(패시브)","0.300000","비과세"
"498860","RISE 코리아금융고배당","2024/12/10","주식-전략-배당","케이비자산운용","104.32","iSelect 코리아 금융 고배당 지수","2.41","58052590802","-0.09","매우높음","실물(패시브)","0.100000","비과세"
"495050","RISE 코리아밸류업","2024/11/04","주식-시장대표","케이비자산운용","158.89","코리아 밸류업 지수","0.51","888809455033","0.01","매우높음","실물(패시브)","0.008000","비과세"
"0094M0","RISE 코리아밸류업위클리고정커버드콜","2025/09/02","주식-전략-구조화","케이비자산운용","0.00","코리아 밸류업 위클리 커버드콜 30% 지수","1.26","56499361760","-0.27","매우높음","실물(패시브)","0.300000","배당소득세(보유기간과세)"
"0151P0","RISE 코리아전략산업액티브","2026/01/20","주식-업종섹터-업종테마","케이비자산운용","0.00","KAP 코리아전략산업지수","14.89","111928765330","-0.28","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"270810","RISE 코스닥150","2017/06/16","주식-시장대표","케이비자산운용","61.32","코스닥 150","0.15","507292826275","-0.15","매우높음","실물(패시브)","0.180000","비과세"
"302450","RISE 코스피","2018/07/24","주식-시장대표","케이비자산운용","125.89","코스피","0.55","397985800381","-0.04","매우높음","실물(패시브)","0.140000","비과세"
"253280","RISE 헬스케어","2016/09/23","주식-업종섹터-헬스케어","케이비자산운용","23.98","FnGuide 헬스케어 지수","0.68","13812653195","0.23","매우높음","실물(패시브)","0.400000","비과세"
"411540","SOL 200 Top10","2021/12/09","주식-규모-대형주","신한자산운용","104.98","코스피 200 Top 10 지수","1.13","27256106221","0.18","매우높음","실물(패시브)","0.150000","비과세"
"295040","SOL 200TR","2018/04/23","주식-시장대표","신한자산운용","159.35","코스피 200 TR","0.29","425634851806","-0.13","매우높음","실물(패시브)","0.050000","배당소득세(보유기간과세)"
"0167B0","SOL 200타겟위클리커버드콜","2026/03/17","주식-전략-구조화","신한자산운용","0.00","코스피 200 타겟 15% 위클리 커버드콜 지수","0.00","12648170572","0.90","매우높음","실물(패시브)","0.300000","배당소득세(보유기간과세)"
"455860","SOL 2차전지소부장Fn","2023/04/25","주식-업종섹터-업종테마","신한자산운용","50.25","FnGuide 2차전지 소부장 지수(PR)","0.52","163661137274","0.26","매우높음","실물(패시브)","0.450000","비과세"
"0167A0","SOL AI반도체TOP2플러스","2026/03/17","주식-업종섹터-업종테마","신한자산운용","0.00","FnGuide AI반도체 TOP2 플러스 지수(PR)","0.00","12160624993","0.27","매우높음","실물(패시브)","0.450000","비과세"
"455850","SOL AI반도체소부장","2023/04/25","주식-업종섹터-업종테마","신한자산운용","130.41","FnGuide AI 반도체 소부장 지수","0.51","1098445725352","-0.27","매우높음","실물(패시브)","0.450000","비과세"
"292500","SOL KRX300","2018/03/26","주식-시장대표","신한자산운용","147.11","KRX 300","0.48","20763626139","0.30","매우높음","실물(패시브)","0.050000","비과세"
"404650","SOL KRX기후변화솔루션","2021/10/29","주식-전략-전략테마","신한자산운용","125.34","KRX 기후변화 솔루션지수","0.35","13503481970","-0.43","매우높음","실물(패시브)","0.150000","비과세"
"490480","SOL K방산","2024/10/02","주식-업종섹터-업종테마","신한자산운용","110.37","KEDI K방산 지수(PR)","0.52","140360121894","-0.32","매우높음","실물(패시브)","0.450000","비과세"
"484880","SOL 금융지주플러스고배당","2024/06/25","주식-전략-배당","신한자산운용","93.13","FnGuide 금융지주플러스고배당 지수(PR)","1.54","392440822861","0.15","매우높음","실물(패시브)","0.300000","비과세"
"475300","SOL 반도체전공정","2024/02/14","주식-업종섹터-업종테마","신한자산운용","124.42","FnGuide 반도체 전공정 지수(PR)","0.58","85097214361","-0.40","매우높음","실물(패시브)","0.450000","비과세"
"475310","SOL 반도체후공정","2024/02/14","주식-업종섹터-업종테마","신한자산운용","192.58","FnGuide 반도체 후공정 지수(PR)","0.96","82799699349","0.34","매우높음","실물(패시브)","0.450000","비과세"
"0152E0","SOL 배당성향탑픽액티브","2026/01/13","주식-전략-배당","신한자산운용","0.00","FnGuide 배당성향탑픽 지수(PR)","5.27","51004093990","-0.11","매우높음","실물(액티브)","0.300000","배당소득세(보유기간과세)"
"464610","SOL 의료기기소부장Fn","2023/08/22","주식-업종섹터-업종테마","신한자산운용","1.46","FnGuide 의료기기소부장지수(PR)","0.50","14173939885","-0.47","매우높음","실물(패시브)","0.450000","비과세"
"466930","SOL 자동차TOP3플러스","2023/10/05","주식-업종섹터-업종테마","신한자산운용","111.24","FnGuide 자동차TOP3플러스지수(PR)","0.89","240628239987","-0.15","매우높음","실물(패시브)","0.450000","비과세"
"464600","SOL 자동차소부장Fn","2023/08/22","주식-업종섹터-업종테마","신한자산운용","89.96","FnGuide 자동차소부장지수(PR)","0.60","16672494808","-0.26","매우높음","실물(패시브)","0.450000","비과세"
"0005D0","SOL 전고체배터리&실리콘음극재","2025/01/07","주식-업종섹터-업종테마","신한자산운용","51.78","FnGuide 전고체배터리&실리콘음극재 지수(PR)","0.37","168271095489","0.00","매우높음","실물(패시브)","0.450000","비과세"
"466920","SOL 조선TOP3플러스","2023/10/05","주식-업종섹터-업종테마","신한자산운용","81.83","FnGuide 조선TOP3플러스지수(PR)","0.67","1950309491751","-0.09","매우높음","실물(패시브)","0.450000","비과세"
"0141S0","SOL 조선기자재","2025/12/16","주식-업종섹터-업종테마","신한자산운용","0.00","FnGuide 조선기자재 지수(PR)","0.54","33822128093","-0.04","매우높음","실물(패시브)","0.450000","비과세"
"0105E0","SOL 코리아고배당","2025/09/23","주식-전략-배당","신한자산운용","0.00","FnGuide 코리아 고배당 지수(PR)","2.21","614718623268","-0.22","매우높음","실물(패시브)","0.159000","비과세"
"444200","SOL 코리아메가테크액티브","2022/10/18","주식-업종섹터-업종테마","신한자산운용","159.42","KEDI 메가테크지수(PR)","8.42","752072297102","0.12","매우높음","실물(액티브)","0.550000","배당소득세(보유기간과세)"
"495550","SOL 코리아밸류업TR","2024/11/04","주식-시장대표","신한자산운용","163.41","코리아 밸류업 TR 지수","0.36","129686998323","0.32","매우높음","실물(패시브)","0.050000","배당소득세(보유기간과세)"
"450910","SOL 코스닥150","2023/01/31","주식-시장대표","신한자산운용","60.27","코스닥 150","0.20","52079307086","-0.47","매우높음","실물(패시브)","0.150000","비과세"
"0105D0","SOL 한국AI소프트웨어","2025/09/23","주식-업종섹터-업종테마","신한자산운용","0.00","KEDI 한국AI소프트웨어 지수(PR)","0.42","14229566029","-0.10","매우높음","실물(패시브)","0.450000","비과세"
"0092B0","SOL 한국원자력SMR","2025/08/19","주식-업종섹터-업종테마","신한자산운용","0.00","FnGuide 한국원자력 SMR 지수(PR)","0.31","168237466933","0.18","매우높음","실물(패시브)","0.450000","비과세"
"0008T0","SOL 화장품TOP3플러스","2025/01/21","주식-업종섹터-업종테마","신한자산운용","34.07","FnGuide 화장품TOP3 플러스 지수(PR)","0.43","69365154822","-0.31","매우높음","실물(패시브)","0.450000","비과세"
"102110","TIGER 200","2008/04/03","주식-시장대표","미래에셋자산운용","154.82","코스피 200","0.49","7544755145839","-0.06","매우높음","실물(패시브)","0.050000","비과세"
"139260","TIGER 200 IT","2011/04/06","주식-업종섹터-정보기술","미래에셋자산운용","227.14","코스피 200 정보기술","0.49","985149931184","-0.12","매우높음","실물(패시브)","0.400000","비과세"
"139220","TIGER 200 건설","2011/04/06","주식-업종섹터-건설","미래에셋자산운용","156.10","코스피 200 건설","0.82","69104959011","0.05","매우높음","실물(패시브)","0.400000","비과세"
"139290","TIGER 200 경기소비재","2011/04/06","주식-업종섹터-경기소비재","미래에셋자산운용","72.73","코스피 200 경기소비재","0.90","8979404516","-0.13","매우높음","실물(패시브)","0.400000","비과세"
"139270","TIGER 200 금융","2011/04/06","주식-업종섹터-금융","미래에셋자산운용","92.66","코스피 200 금융","1.20","45645967207","0.10","매우높음","실물(패시브)","0.400000","비과세"
"227550","TIGER 200 산업재","2015/09/23","주식-업종섹터-산업재","미래에셋자산운용","71.52","코스피 200 산업재","0.82","3665990607","0.35","매우높음","실물(패시브)","0.400000","비과세"
"227560","TIGER 200 생활소비재","2015/09/23","주식-업종섹터-생활소비재","미래에셋자산운용","52.05","코스피 200 생활소비재","0.82","4544283849","-0.12","높음","실물(패시브)","0.400000","비과세"
"139250","TIGER 200 에너지화학","2011/04/06","주식-업종섹터-에너지화학","미래에셋자산운용","72.59","코스피 200 에너지/화학","0.79","32858114084","-0.25","매우높음","실물(패시브)","0.340000","비과세"
"139230","TIGER 200 중공업","2011/04/06","주식-업종섹터-중공업","미래에셋자산운용","130.42","코스피 200 중공업","0.67","411200221842","-0.54","매우높음","실물(패시브)","0.340000","비과세"
"139240","TIGER 200 철강소재","2011/04/06","주식-업종섹터-철강소재","미래에셋자산운용","39.34","코스피 200 철강/소재","1.42","7449377298","0.13","매우높음","실물(패시브)","0.340000","비과세"
"227540","TIGER 200 헬스케어","2015/09/23","주식-업종섹터-헬스케어","미래에셋자산운용","11.59","코스피 200 헬스케어","1.18","32894644352","0.04","매우높음","실물(패시브)","0.400000","비과세"
"310960","TIGER 200TR","2018/11/20","주식-시장대표","미래에셋자산운용","159.39","코스피 200 TR","0.29","260576311125","-0.06","매우높음","실물(패시브)","0.090000","배당소득세(보유기간과세)"
"252000","TIGER 200동일가중","2016/09/20","주식-시장대표","미래에셋자산운용","65.19","코스피 200 동일가중지수","1.16","24144604650","-0.57","매우높음","실물(패시브)","0.210000","비과세"
"315270","TIGER 200커뮤니케이션서비스","2019/01/15","주식-업종섹터-커뮤니케이션서비스","미래에셋자산운용","18.74","코스피 200 커뮤니케이션서비스","0.60","7302804082","-0.18","매우높음","실물(패시브)","0.400000","비과세"
"289480","TIGER 200커버드콜","2018/02/09","주식-전략-구조화","미래에셋자산운용","25.26","코스피 200 커버드콜 ATM 지수","4.56","24717609021","-0.57","높음","실물(패시브)","0.380000","배당소득세(보유기간과세)"
"166400","TIGER 200커버드콜OTM","2012/10/25","주식-전략-구조화","미래에셋자산운용","56.42","코스피 200 커버드콜 5% OTM","1.07","10209036201","-1.56","높음","실물(패시브)","0.380000","배당소득세(보유기간과세)"
